OBJECTID,MES,SEMBRADO,PREPARADO,SV,POINT_X,POINT_Y,B3,B4,B8,B11,NDVI,NDMI,STATUS,HUMEDAD,TEMPERATUR,HUM_ORD,TEMP_ORD,MES_ORD,STATUS_ORD
382,FEBRERO,1,0,0,-100.1872769,20.76499235,1420.7,1416.8625,3037.575,2412.45,0.431602,0.139776,SEMBRADO,BAJA,BAJA,1,3,2,3
383,FEBRERO,1,0,0,-100.1912744,20.76574188,1326.85,1254.425,3479.875,2591.2625,0.510172,0.150281,SEMBRADO,BAJA,BAJA,1,3,2,3
384,FEBRERO,1,0,0,-100.1950577,20.77016768,1411.55,1398.45,3186.6,2969.2625,0.436167,0.0334457,SEMBRADO,BAJA,BAJA,1,3,2,3
385,FEBRERO,0,0,1,-100.2999621,20.76733378,1967.3875,2527.45,3254.3,4017.6625,0.134751,-0.108802,INACTIVO,BAJA,BAJA,1,3,2,1
386,FEBRERO,0,0,1,-100.2953816,20.77114091,1482.3,1785.1875,2204.55,2865.6875,0.111202,-0.142383,INACTIVO,BAJA,BAJA,1,3,2,1
387,FEBRERO,0,0,1,-100.3006164,20.78053979,1556.25,1931.0625,2585.8875,3067.7125,0.145201,-0.101891,INACTIVO,BAJA,BAJA,1,3,2,1
388,FEBRERO,0,0,1,-100.3025795,20.78065876,1268.125,1546.85,2021.5375,2584.7,0.131146,-0.121418,INACTIVO,BAJA,BAJA,1,3,2,1
389,FEBRERO,0,0,1,-100.3322633,20.78333565,1494.475,1691.275,2084.9375,2660.3375,0.126978,-0.162472,INACTIVO,BAJA,BAJA,1,3,2,1
390,FEBRERO,0,0,1,-100.3328581,20.78613152,1195.5625,1376.8,1737.5,2351.9375,0.129273,-0.15658,INACTIVO,BAJA,BAJA,1,3,2,1
391,FEBRERO,0,0,1,-100.3546302,20.7782793,1145.6875,1502.9,2233.8875,3332.375,0.191636,-0.197835,INACTIVO,BAJA,BAJA,1,3,2,1
392,FEBRERO,0,0,1,-100.3571841,20.77091487,1230.825,1424.625,2040.425,2723.3375,0.194567,-0.143926,INACTIVO,BAJA,BAJA,1,3,2,1
393,FEBRERO,0,0,1,-100.3572793,20.77281843,1249.325,1469.425,2058.375,2775.1625,0.174991,-0.149924,INACTIVO,BAJA,BAJA,1,3,2,1
394,FEBRERO,0,0,1,-100.3160908,20.76703634,1542.15,1919.2,2479.35,3199.975,0.131933,-0.133207,INACTIVO,BAJA,BAJA,1,3,2,1
395,FEBRERO,0,0,1,-100.2053051,20.77859011,1567.4,1931.6875,2388.975,3373.2875,0.114453,-0.177036,INACTIVO,BAJA,BAJA,1,3,2,1
396,FEBRERO,0,0,1,-100.210559,20.76791109,1647.25,2122.875,2717.925,3828.7125,0.127046,-0.174179,INACTIVO,BAJA,BAJA,1,3,2,1
397,FEBRERO,0,0,1,-100.2171834,20.77019538,1433.625,1734.075,2185.0375,3210.9,0.126219,-0.20363,INACTIVO,BAJA,BAJA,1,3,2,1
398,FEBRERO,0,0,1,-100.1857745,20.77373601,1559.1875,1862.6,2313.6375,3234.7,0.126001,-0.182552,INACTIVO,BAJA,BAJA,1,3,2,1
399,FEBRERO,0,0,1,-100.317787,20.73357118,1613.5125,1970.2875,2493.1,3702.5625,0.124066,-0.210998,INACTIVO,BAJA,BAJA,1,3,2,1
400,FEBRERO,0,0,1,-100.3289229,20.73778283,1645.4875,2024.8625,2642.75,3541.6125,0.142396,-0.156385,INACTIVO,BAJA,BAJA,1,3,2,1
401,FEBRERO,0,0,1,-100.3384169,20.73535578,1448.9875,1785.3125,2493.2,3094.1875,0.170178,-0.114139,INACTIVO,BAJA,BAJA,1,3,2,1
402,FEBRERO,0,0,1,-100.336561,20.73549854,1579.225,1967.9125,2716,3407.725,0.166181,-0.116373,INACTIVO,BAJA,BAJA,1,3,2,1
403,FEBRERO,0,0,1,-100.273529,20.72971645,1446.35,1695.4375,2240.175,3279.2875,0.146638,-0.207887,INACTIVO,BAJA,BAJA,1,3,2,1
404,FEBRERO,0,0,1,-100.2736004,20.73228627,1419.775,1654.2625,2082.625,3239.2125,0.122161,-0.245402,INACTIVO,BAJA,BAJA,1,3,2,1
405,FEBRERO,0,0,1,-100.2682466,20.71750982,1584.3,1897.875,2456.375,3357.25,0.135553,-0.168,INACTIVO,BAJA,BAJA,1,3,2,1
406,FEBRERO,0,0,1,-100.2247772,20.66592674,1527.25,1957.041667,2444.291667,3336.791667,0.116301,-0.159635,INACTIVO,BAJA,BAJA,1,3,2,1
407,FEBRERO,0,0,1,-100.2139839,20.6623861,1834.875,2326.583333,2839.833333,3920.75,0.109181,-0.169985,INACTIVO,BAJA,BAJA,1,3,2,1
408,FEBRERO,0,0,1,-100.2095296,20.65810307,1556.285714,2040.785714,2503.714286,3483.614286,0.109589,-0.16987,INACTIVO,BAJA,BAJA,1,3,2,1
409,FEBRERO,0,0,1,-100.2112428,20.6429697,1984.371429,2495.9,3032.185714,4014.842857,0.102433,-0.143405,INACTIVO,BAJA,BAJA,1,3,2,1
410,FEBRERO,0,0,1,-100.2402532,20.65450533,1753.5,2054.75,2486.333333,3313.458333,0.104753,-0.15427,INACTIVO,BAJA,BAJA,1,3,2,1
411,FEBRERO,0,0,1,-100.2428434,20.53646336,1756.166667,2042.5,2507.625,3086.958333,0.121961,-0.130576,INACTIVO,BAJA,BAJA,1,3,2,1
412,FEBRERO,0,0,1,-100.2448422,20.5371772,1692.166667,1924.416667,2405.5,2856.041667,0.124382,-0.107123,INACTIVO,BAJA,BAJA,1,3,2,1
413,FEBRERO,0,0,1,-100.2464126,20.54281652,2019.541667,2310.5,2844.125,3446.458333,0.126781,-0.123321,INACTIVO,BAJA,BAJA,1,3,2,1
414,FEBRERO,0,0,1,-100.2467338,20.5424596,2115.958333,2506.208333,3058.5,3441.625,0.114908,-0.073882,INACTIVO,BAJA,BAJA,1,3,2,1
415,FEBRERO,0,0,1,-100.2458772,20.54342329,1996.041667,2264.916667,2735.791667,3336.166667,0.122154,-0.139531,INACTIVO,BAJA,BAJA,1,3,2,1
416,FEBRERO,0,0,1,-100.2435216,20.54663556,1944.25,2185.25,2622.875,3136.25,0.118968,-0.121345,INACTIVO,BAJA,BAJA,1,3,2,1
417,FEBRERO,0,1,0,-100.2277814,20.5424596,1295.376623,1394.363636,1668.337662,2165.181818,0.105662,-0.168616,PREPARADO,BAJA,BAJA,1,3,2,2
418,FEBRERO,0,1,0,-100.3378255,20.73148982,1425.875,1480.725,3194.5875,2561.2625,0.401182,0.127755,PREPARADO,BAJA,BAJA,1,3,2,2
419,FEBRERO,1,0,0,-100.337421,20.7311091,1347.875,1364.8625,3127.8125,2489.675,0.431061,0.132757,SEMBRADO,BAJA,BAJA,1,3,2,3
420,FEBRERO,0,1,0,-100.2702441,20.73430973,1536.35,1640.475,2329.225,2750.7625,0.212819,-0.0997245,PREPARADO,BAJA,BAJA,1,3,2,2
421,FEBRERO,0,1,0,-100.2716123,20.7362133,1528.2,1578.8125,2378.0625,2639.375,0.239217,-0.0743346,PREPARADO,BAJA,BAJA,1,3,2,2
422,FEBRERO,0,1,0,-100.2696492,20.73728405,1598.75,1682.875,2595.225,2741.275,0.259143,-0.0420185,PREPARADO,BAJA,BAJA,1,3,2,2
423,FEBRERO,0,1,0,-100.2703631,20.73579689,1637.325,1750.1125,2555.775,2860.6,0.224409,-0.0771827,PREPARADO,BAJA,BAJA,1,3,2,2
424,FEBRERO,0,1,0,-100.2678052,20.74257835,1665.7125,1704.775,2577.0875,2608.6125,0.259451,-0.0333517,PREPARADO,BAJA,BAJA,1,3,2,2
425,FEBRERO,0,1,0,-100.2693518,20.74257835,1662.8375,1772.7375,2796.025,2878.9625,0.277769,-0.0213928,PREPARADO,BAJA,BAJA,1,3,2,2
426,FEBRERO,1,0,0,-100.2713744,20.74537422,1393.5375,1282.95,3051.0875,2267.3625,0.493256,0.180519,SEMBRADO,BAJA,BAJA,1,3,2,3
427,FEBRERO,1,0,0,-100.2707795,20.74686138,1374.2,1233.7125,3292.55,2110.8,0.544468,0.260236,SEMBRADO,BAJA,BAJA,1,3,2,3
428,FEBRERO,1,0,0,-100.2990951,20.71848631,1287.55,1328.5,2774.625,2360.725,0.377954,0.0806867,SEMBRADO,BAJA,BAJA,1,3,2,3
429,FEBRERO,0,1,0,-100.3065309,20.72306677,1335.25,1495.45,2665.625,2840.2875,0.311823,-0.0320895,PREPARADO,BAJA,BAJA,1,3,2,2
430,FEBRERO,1,0,0,-100.2713744,20.71134793,1314.8625,1337.575,2812.75,2674.0125,0.370874,0.0273175,SEMBRADO,BAJA,BAJA,1,3,2,3
431,FEBRERO,1,0,0,-100.2745866,20.71384636,1087.0375,905.25,3204.475,2094.125,0.563105,0.193498,SEMBRADO,BAJA,BAJA,1,3,2,3
432,FEBRERO,0,1,0,-100.2876737,20.71372739,1183.425,1279.25,1922.275,2438.375,0.212162,-0.130435,PREPARADO,BAJA,BAJA,1,3,2,2
433,FEBRERO,1,0,0,-100.2871383,20.71229971,1061.025,1028.675,2481.675,2030.775,0.421362,0.094056,SEMBRADO,BAJA,BAJA,1,3,2,3
434,FEBRERO,0,1,0,-100.2704226,20.70599414,1476,1480.791667,2867.625,2781.708333,0.373031,0.00649504,PREPARADO,BAJA,BAJA,1,3,2,2
435,FEBRERO,0,1,0,-100.2720287,20.70498287,1566.708333,1656.708333,2922.125,2829.958333,0.320608,0.0163619,PREPARADO,BAJA,BAJA,1,3,2,2
436,FEBRERO,0,1,0,-100.270601,20.70468544,1613,1703.166667,2839.833333,2825.166667,0.302777,0.00295106,PREPARADO,BAJA,BAJA,1,3,2,2
437,FEBRERO,0,1,0,-100.2782748,20.69861781,1269.541667,1286.5,2397.083333,2237.791667,0.288213,0.00734966,PREPARADO,BAJA,BAJA,1,3,2,2
438,FEBRERO,1,0,0,-100.2776799,20.69980754,1248.25,1228.125,2605.958333,2149.625,0.381073,0.0927585,SEMBRADO,BAJA,BAJA,1,3,2,3
439,FEBRERO,1,0,0,-100.2109717,20.7591513,1335.8,1340.5,2433.6,2062.975,0.306704,0.0696288,SEMBRADO,BAJA,BAJA,1,3,2,3
440,FEBRERO,1,0,0,-100.2344808,20.63370612,1713.333333,1825.666667,3504.291667,2880.458333,0.346201,0.10806,SEMBRADO,BAJA,BAJA,1,3,2,3
441,FEBRERO,1,0,0,-100.2339097,20.61333793,1671.25,1654.791667,3093.208333,2397,0.318653,0.0904549,SEMBRADO,BAJA,BAJA,1,3,2,3
442,FEBRERO,1,0,0,-100.2332435,20.61086329,1619.5,1636.375,3334.083333,2502.958333,0.348319,0.111582,SEMBRADO,BAJA,BAJA,1,3,2,3
443,FEBRERO,0,1,0,-100.216968,20.62047631,1179.942857,1065.714286,2175.5,1926.157143,0.361582,0.0459832,PREPARADO,BAJA,BAJA,1,3,2,2
444,FEBRERO,1,0,0,-100.2164921,20.61781132,1341.385714,1253.914286,2468.357143,1986.085714,0.358661,0.0775524,SEMBRADO,BAJA,BAJA,1,3,2,3
112,MARZO,0,0,1,-100.2755291,20.74969194,1271.916667,1567.833333,2031.583333,2859.416667,0.128805,-0.169401,INACTIVO,BAJA,MEDIA,1,2,3,1
113,MARZO,0,1,0,-100.2948623,20.71764437,994.4166667,1118.333333,1584.75,2431.416667,0.172208,-0.211682,PREPARADO,BAJA,MEDIA,1,2,3,2
114,MARZO,1,0,0,-100.2989743,20.72357322,1050.5,1108.666667,2359.916667,2373.75,0.346154,-0.0123613,SEMBRADO,BAJA,MEDIA,1,2,3,3
115,MARZO,0,1,0,-100.300402,20.71929019,1186,1359,2081.333333,2605,0.206566,-0.113786,PREPARADO,BAJA,MEDIA,1,2,3,2
116,MARZO,0,1,0,-100.3370076,20.74144773,1057.666667,1220.666667,1672,2323.333333,0.155979,-0.163145,PREPARADO,BAJA,MEDIA,1,2,3,2
117,MARZO,1,0,0,-100.3356371,20.74498837,962.3333333,816.3333333,3295.416667,1729.083333,0.593297,0.302154,SEMBRADO,BAJA,MEDIA,1,2,3,3
118,MARZO,1,0,0,-100.3351231,20.74641604,900.5,708.25,3472.416667,1461.833333,0.650672,0.394941,SEMBRADO,BAJA,MEDIA,1,2,3,3
119,MARZO,1,0,0,-100.3331243,20.74601629,955.8333333,745.1666667,4305,1556.333333,0.704821,0.469365,SEMBRADO,BAJA,MEDIA,1,2,3,3
120,MARZO,1,0,0,-100.2613327,20.54501589,1134.166667,1236.333333,3896,2315.333333,0.519435,0.275594,SEMBRADO,BAJA,MEDIA,1,2,3,3
121,MARZO,1,0,0,-100.2606189,20.54858508,828,568.3333333,4771.833333,1382.833333,0.786507,0.550931,SEMBRADO,BAJA,MEDIA,1,2,3,3
122,MARZO,1,0,0,-100.2584773,20.54216053,1182.166667,1242,3690.5,2176.666667,0.508137,0.281267,SEMBRADO,BAJA,MEDIA,1,2,3,3
123,MARZO,0,1,0,-100.2342068,20.53906724,1001.545455,1060.363636,1592.818182,2045.181818,0.188276,-0.135888,PREPARADO,BAJA,MEDIA,1,2,3,2
124,MARZO,1,0,0,-100.1961355,20.52479047,954.6666667,721.8333333,3928.583333,1381.583333,0.682001,0.473069,SEMBRADO,BAJA,MEDIA,1,2,3,3
125,MARZO,1,0,0,-100.198277,20.52633712,1080.75,1005,3170.583333,1828.333333,0.503193,0.25676,SEMBRADO,BAJA,MEDIA,1,2,3,3
126,MARZO,1,0,0,-100.1999426,20.52526636,1041.333333,998.0833333,2677.416667,1760.583333,0.443288,0.198439,SEMBRADO,BAJA,MEDIA,1,2,3,3
127,MARZO,1,0,0,-100.1838812,20.52693198,1066.25,707.8333333,4705.75,1467.75,0.742839,0.53011,SEMBRADO,BAJA,MEDIA,1,2,3,3
128,MARZO,1,0,0,-100.1975631,20.53680675,1515.416667,1456.833333,3988.333333,2812.333333,0.569367,0.191243,SEMBRADO,BAJA,MEDIA,1,2,3,3
129,MARZO,1,0,0,-100.2002995,20.55072659,1232.5,1196.166667,3298.166667,2332.833333,0.415283,0.147999,SEMBRADO,BAJA,MEDIA,1,2,3,3
130,MARZO,0,0,1,-100.2043446,20.56714488,1083.916667,1192.416667,1645.75,2052.083333,0.155265,-0.116379,INACTIVO,BAJA,MEDIA,1,2,3,1
131,MARZO,1,0,0,-100.2050584,20.56869152,1160.25,1130.5,3162.166667,1495.833333,0.486778,0.363788,SEMBRADO,BAJA,MEDIA,1,2,3,3
132,MARZO,1,0,0,-100.2447954,20.57690067,837.6666667,608.1666667,4357.666667,1571.166667,0.753689,0.469019,SEMBRADO,BAJA,MEDIA,1,2,3,3
133,MARZO,1,0,0,-100.2442006,20.57797142,967.1666667,720.8333333,4009.333333,2184.5,0.671281,0.27622,SEMBRADO,BAJA,MEDIA,1,2,3,3
134,MARZO,1,0,0,-100.2453903,20.5855857,1198,1219.5,3866.166667,2223.5,0.531523,0.286844,SEMBRADO,BAJA,MEDIA,1,2,3,3
135,MARZO,0,1,0,-100.2679634,20.64341868,1008.833333,1113.166667,1422.833333,2106.833333,0.122556,-0.190813,PREPARADO,BAJA,MEDIA,1,2,3,2
136,MARZO,0,1,0,-100.266155,20.64541742,1005.666667,1130.666667,1453.833333,2209.5,0.123396,-0.201404,PREPARADO,BAJA,MEDIA,1,2,3,2
137,MARZO,1,0,0,-100.2596829,20.66959275,1249.166667,1256.166667,3966.166667,2205.833333,0.557638,0.337877,SEMBRADO,BAJA,MEDIA,1,2,3,3
138,MARZO,1,0,0,-100.2584455,20.6724481,1211.666667,1143,4042.333333,2137.5,0.588818,0.35489,SEMBRADO,BAJA,MEDIA,1,2,3,3
139,MARZO,1,0,0,-100.2196841,20.65558565,1033.5,1036,3053.666667,2624.666667,0.480587,0.0713383,SEMBRADO,BAJA,MEDIA,1,2,3,3
140,MARZO,0,1,0,-100.2810147,20.66087996,808,837,1016.333333,1303.333333,0.0960925,-0.123797,PREPARADO,BAJA,MEDIA,1,2,3,2
141,MARZO,0,1,0,-100.2817881,20.65992817,804.1666667,832.5,1029.666667,1426.166667,0.105243,-0.16182,PREPARADO,BAJA,MEDIA,1,2,3,2
142,MARZO,1,0,0,-100.2788137,20.65748922,834.5,749,1580.5,1387.333333,0.316441,0.0312744,SEMBRADO,BAJA,MEDIA,1,2,3,3
143,MARZO,1,0,0,-100.2339696,20.6817629,955,828.1666667,3220,2388.833333,0.573612,0.140033,SEMBRADO,BAJA,MEDIA,1,2,3,3
144,MARZO,1,0,0,-100.22883,20.68182001,958,788.6666667,3760.5,2412.166667,0.643281,0.215369,SEMBRADO,BAJA,MEDIA,1,2,3,3
145,MARZO,1,0,0,-100.2270216,20.67854587,922,683.1666667,4009.333333,2178.333333,0.686027,0.277306,SEMBRADO,BAJA,MEDIA,1,2,3,3
146,MARZO,1,0,0,-100.228592,20.67826033,976.1666667,791.5,3702.166667,2277,0.631453,0.229162,SEMBRADO,BAJA,MEDIA,1,2,3,3
147,MARZO,0,1,0,-100.2450954,20.69629486,833.6666667,889.3333333,1107.333333,1776.666667,0.109146,-0.232708,PREPARADO,BAJA,MEDIA,1,2,3,2
148,MARZO,1,0,0,-100.3449107,20.74753908,986.1666667,810.3333333,3631.75,2290.583333,0.626775,0.225091,SEMBRADO,BAJA,MEDIA,1,2,3,3
149,MARZO,1,0,0,-100.3462242,20.74622561,1035.5,897.6666667,3462.083333,2523.083333,0.58287,0.160082,SEMBRADO,BAJA,MEDIA,1,2,3,3
150,MARZO,1,0,0,-100.3562179,20.74508347,918.1666667,725.75,3244.333333,2098.666667,0.618222,0.206955,SEMBRADO,BAJA,MEDIA,1,2,3,3
151,MARZO,1,0,0,-100.3530199,20.74005805,929,725.0833333,3191.416667,2159.666667,0.613804,0.185049,SEMBRADO,BAJA,MEDIA,1,2,3,3
152,MARZO,1,0,0,-100.35519,20.73920145,968.25,806.6666667,3253.916667,2402.416667,0.587488,0.143579,SEMBRADO,BAJA,MEDIA,1,2,3,3
153,MARZO,1,0,0,-100.3614718,20.75770413,917.0833333,726.1666667,3372,2025.5,0.601544,0.216984,SEMBRADO,BAJA,MEDIA,1,2,3,3
154,MARZO,0,1,0,-100.3601012,20.76141609,907,911.5,1436.666667,1883.083333,0.219035,-0.138067,PREPARADO,BAJA,MEDIA,1,2,3,2
155,MARZO,1,0,0,-100.2193639,20.75878196,1036.666667,931.0833333,3619.166667,2659.416667,0.581981,0.154377,SEMBRADO,BAJA,MEDIA,1,2,3,3
156,MARZO,1,0,0,-100.2165085,20.75778259,912.6666667,636.5833333,4103.083333,2227,0.71862,0.291493,SEMBRADO,BAJA,MEDIA,1,2,3,3
157,MARZO,1,0,0,-100.2198636,20.75714013,1008.166667,839.5,3697.166667,2533.25,0.615449,0.181392,SEMBRADO,BAJA,MEDIA,1,2,3,3
158,MARZO,0,1,0,-100.1999118,20.76898985,961.1666667,1044,1670.583333,2603.833333,0.228253,-0.218626,PREPARADO,BAJA,MEDIA,1,2,3,2
159,MARZO,1,0,0,-100.1870627,20.7643499,1319.533333,1391.866667,3522.6,2539.533333,0.44651,0.185021,SEMBRADO,BAJA,MEDIA,1,2,3,3
160,MARZO,0,1,0,-100.1872769,20.76499235,1145,1273.733333,2282.866667,2518.066667,0.289833,-0.0445367,PREPARADO,BAJA,MEDIA,1,2,3,2
161,MARZO,1,0,0,-100.1912744,20.76574188,960.6666667,851,3125.416667,2460.166667,0.555049,0.112171,SEMBRADO,BAJA,MEDIA,1,2,3,3
162,MARZO,1,0,0,-100.1950577,20.77016768,934.1666667,841.5833333,3028.333333,2490.5,0.553504,0.0907596,SEMBRADO,BAJA,MEDIA,1,2,3,3
163,MARZO,0,0,1,-100.2999621,20.76733378,1724.666667,2403.75,3216.833333,4028.75,0.144706,-0.11218,INACTIVO,BAJA,MEDIA,1,2,3,1
164,MARZO,0,1,0,-100.2953816,20.77114091,911.0833333,1006.916667,1280.833333,1887.25,0.119563,-0.191615,PREPARADO,BAJA,MEDIA,1,2,3,2
165,MARZO,0,1,0,-100.3006164,20.78053979,808.9166667,857.0833333,1053.083333,1774.583333,0.102533,-0.255318,PREPARADO,BAJA,MEDIA,1,2,3,2
166,MARZO,0,0,1,-100.3025795,20.78065876,1238.583333,1515,2079.75,2716.083333,0.157081,-0.132868,INACTIVO,BAJA,MEDIA,1,2,3,1
167,MARZO,0,1,0,-100.3322633,20.78333565,895.5833333,1027.166667,1409.333333,2135.75,0.154699,-0.208348,PREPARADO,BAJA,MEDIA,1,2,3,2
168,MARZO,0,0,1,-100.3328581,20.78613152,981.0833333,1182,1632.333333,2270.583333,0.160062,-0.163686,INACTIVO,BAJA,MEDIA,1,2,3,1
169,MARZO,0,0,1,-100.3546302,20.7782793,1070.083333,1342.583333,1867.166667,3079.333333,0.140504,-0.224446,INACTIVO,BAJA,MEDIA,1,2,3,1
170,MARZO,0,0,1,-100.3571841,20.77091487,1006.666667,1127,1958.166667,2277.916667,0.269316,-0.0755946,INACTIVO,BAJA,MEDIA,1,2,3,1
171,MARZO,0,0,1,-100.3572793,20.77281843,1114.833333,1324.666667,2124.25,2540.833333,0.231884,-0.0893937,INACTIVO,BAJA,MEDIA,1,2,3,1
172,MARZO,0,0,1,-100.3160908,20.76703634,1502.333333,1976.416667,2754,3415.333333,0.164414,-0.107424,INACTIVO,BAJA,MEDIA,1,2,3,1
173,MARZO,0,0,1,-100.2053051,20.77859011,1222.916667,1567.833333,2049.75,3053.75,0.133382,-0.200038,INACTIVO,BAJA,MEDIA,1,2,3,1
174,MARZO,0,0,1,-100.210559,20.76791109,1487.666667,1948.083333,2576.166667,3774.5,0.138778,-0.188974,INACTIVO,BAJA,MEDIA,1,2,3,1
175,MARZO,0,0,1,-100.2171834,20.77019538,1157.166667,1462.916667,1981.166667,3280.833333,0.15057,-0.24685,INACTIVO,BAJA,MEDIA,1,2,3,1
176,MARZO,0,0,1,-100.1857745,20.77373601,1222.466667,1568.266667,2161.666667,3243.4,0.158937,-0.200667,INACTIVO,BAJA,MEDIA,1,2,3,1
177,MARZO,0,0,1,-100.317787,20.73357118,1517.75,1995.166667,2698.5,3998.666667,0.149866,-0.194282,INACTIVO,BAJA,MEDIA,1,2,3,1
178,MARZO,0,0,1,-100.3289229,20.73778283,1317,1679.5,2379.75,3644.166667,0.172535,-0.210087,INACTIVO,BAJA,MEDIA,1,2,3,1
179,MARZO,0,0,1,-100.3384169,20.73535578,1525.416667,1969.833333,2936.583333,3494.666667,0.196885,-0.086996,INACTIVO,BAJA,MEDIA,1,2,3,1
180,MARZO,0,0,1,-100.336561,20.73549854,1504.75,1937.916667,2744.083333,3290.166667,0.172074,-0.0908091,INACTIVO,BAJA,MEDIA,1,2,3,1
181,MARZO,0,0,1,-100.273529,20.72971645,1188,1482.666667,2137.666667,3237.583333,0.180911,-0.20486,INACTIVO,BAJA,MEDIA,1,2,3,1
182,MARZO,0,0,1,-100.2736004,20.73228627,1073.333333,1344.583333,1810.166667,3172,0.147469,-0.273655,INACTIVO,BAJA,MEDIA,1,2,3,1
183,MARZO,0,0,1,-100.2682466,20.71750982,1463.166667,1828.833333,2625.75,3500.583333,0.178841,-0.143022,INACTIVO,BAJA,MEDIA,1,2,3,1
184,MARZO,0,0,1,-100.2247772,20.66592674,1395.5,1897.666667,2488.5,3495.166667,0.134707,-0.168321,INACTIVO,BAJA,MEDIA,1,2,3,1
185,MARZO,0,0,1,-100.2139839,20.6623861,1571.666667,2113,2742.333333,3932.333333,0.129468,-0.178634,INACTIVO,BAJA,MEDIA,1,2,3,1
186,MARZO,0,0,1,-100.2095296,20.65810307,1275.222222,1783.555556,2326.888889,3304.777778,0.132257,-0.173596,INACTIVO,BAJA,MEDIA,1,2,3,1
187,MARZO,0,0,1,-100.2112428,20.6429697,1832.909091,2433.636364,3094.727273,4237,0.119593,-0.155899,INACTIVO,BAJA,MEDIA,1,2,3,1
188,MARZO,0,0,1,-100.2402532,20.65450533,1484,1890.333333,2429.333333,3473.166667,0.124719,-0.177229,INACTIVO,BAJA,MEDIA,1,2,3,1
189,MARZO,0,0,1,-100.2428434,20.53646336,1289.833333,1605.666667,2309.166667,2953.166667,0.17959,-0.122517,INACTIVO,BAJA,MEDIA,1,2,3,1
190,MARZO,0,0,1,-100.2448422,20.5371772,1404.833333,1755.333333,2579,2986.166667,0.189992,-0.0732923,INACTIVO,BAJA,MEDIA,1,2,3,1
191,MARZO,0,0,1,-100.2464126,20.54281652,1456,1730.333333,2510.833333,3144.333333,0.183893,-0.112482,INACTIVO,BAJA,MEDIA,1,2,3,1
192,MARZO,0,0,1,-100.2467338,20.5424596,1557.833333,1960.5,2544.833333,3122.833333,0.129479,-0.102249,INACTIVO,BAJA,MEDIA,1,2,3,1
193,MARZO,0,0,1,-100.2458772,20.54342329,1269.5,1529.5,2208.333333,2811.166667,0.18136,-0.120333,INACTIVO,BAJA,MEDIA,1,2,3,1
194,MARZO,0,0,1,-100.2435216,20.54663556,1172.666667,1383.666667,1911,2487.5,0.159882,-0.131374,INACTIVO,BAJA,MEDIA,1,2,3,1
195,MARZO,0,1,0,-100.2277814,20.5424596,823.5,824.25,1087.833333,1635.416667,0.137655,-0.200728,PREPARADO,BAJA,MEDIA,1,2,3,2
196,MARZO,1,0,0,-100.3378255,20.73148982,1157.333333,1163.333333,3239.25,2391.333333,0.454603,0.149895,SEMBRADO,BAJA,MEDIA,1,2,3,3
197,MARZO,1,0,0,-100.337421,20.7311091,1129.583333,1126,3184.333333,2361.416667,0.45968,0.148895,SEMBRADO,BAJA,MEDIA,1,2,3,3
198,MARZO,1,0,0,-100.2702441,20.73430973,820.6666667,598.3333333,2745.166667,1480.666667,0.642086,0.302272,SEMBRADO,BAJA,MEDIA,1,2,3,3
199,MARZO,1,0,0,-100.2716123,20.7362133,848.3333333,642.5833333,2737.083333,1443.333333,0.61979,0.311279,SEMBRADO,BAJA,MEDIA,1,2,3,3
200,MARZO,1,0,0,-100.2696492,20.73728405,843.1666667,631,2921.75,1465.666667,0.645098,0.333153,SEMBRADO,BAJA,MEDIA,1,2,3,3
201,MARZO,1,0,0,-100.2703631,20.73579689,861.5833333,667.25,2848.666667,1463.916667,0.620837,0.325973,SEMBRADO,BAJA,MEDIA,1,2,3,3
202,MARZO,1,0,0,-100.2678052,20.74257835,832.8333333,628.3333333,2899.833333,1490.75,0.645912,0.323019,SEMBRADO,BAJA,MEDIA,1,2,3,3
203,MARZO,1,0,0,-100.2693518,20.74257835,869.4166667,683.5,2965.25,1582.166667,0.627487,0.305878,SEMBRADO,BAJA,MEDIA,1,2,3,3
204,MARZO,1,0,0,-100.2713744,20.74537422,780.1666667,555.3333333,3057,1225,0.692838,0.428048,SEMBRADO,BAJA,MEDIA,1,2,3,3
205,MARZO,1,0,0,-100.2707795,20.74686138,728.3333333,468,3714.666667,1094.75,0.776059,0.544427,SEMBRADO,BAJA,MEDIA,1,2,3,3
206,MARZO,1,0,0,-100.2990951,20.71848631,992.1666667,812,4190.166667,1859.083333,0.67343,0.383479,SEMBRADO,BAJA,MEDIA,1,2,3,3
207,MARZO,1,0,0,-100.3065309,20.72306677,949.8333333,858,2709.833333,2323.333333,0.522981,0.0836402,SEMBRADO,BAJA,MEDIA,1,2,3,3
208,MARZO,1,0,0,-100.2713744,20.71134793,982.8333333,916.5,3335.833333,1891.5,0.581485,0.294891,SEMBRADO,BAJA,MEDIA,1,2,3,3
209,MARZO,1,0,0,-100.2745866,20.71384636,847.8333333,551.8333333,4825.083333,1641.666667,0.791097,0.489304,SEMBRADO,BAJA,MEDIA,1,2,3,3
210,MARZO,1,0,0,-100.2876737,20.71372739,968.8333333,936.25,2700.5,2015.666667,0.475317,0.138928,SEMBRADO,BAJA,MEDIA,1,2,3,3
211,MARZO,1,0,0,-100.2871383,20.71229971,945.5833333,774,3718.833333,1707.25,0.648186,0.362403,SEMBRADO,BAJA,MEDIA,1,2,3,3
